,clean,corrupted,group,plural
381,The surgeon that loves the chefs,The surgeons that love the chefs,ML-subj_rel_all,0
382,The surgeon that loves the architects,The surgeons that love the architects,ML-subj_rel_all,0
383,The surgeon that loves the skaters,The surgeons that love the skaters,ML-subj_rel_all,0
384,The surgeon that loves the dancers,The surgeons that love the dancers,ML-subj_rel_all,0
385,The surgeon that loves the ministers,The surgeons that love the ministers,ML-subj_rel_all,0
386,The surgeon that loves the taxi drivers,The surgeons that love the taxi drivers,ML-subj_rel_all,0
387,The surgeon that loves the assistants,The surgeons that love the assistants,ML-subj_rel_all,0
388,The surgeon that loves the executives,The surgeons that love the executives,ML-subj_rel_all,0
389,The surgeon that loves the parents,The surgeons that love the parents,ML-subj_rel_all,0
390,The farmer that likes the guards,The farmers that like the guards,ML-subj_rel_all,0
391,The farmer that likes the chefs,The farmers that like the chefs,ML-subj_rel_all,0
392,The farmer that likes the architects,The farmers that like the architects,ML-subj_rel_all,0
393,The farmer that likes the skaters,The farmers that like the skaters,ML-subj_rel_all,0
394,The farmer that likes the dancers,The farmers that like the dancers,ML-subj_rel_all,0
395,The farmer that likes the ministers,The farmers that like the ministers,ML-subj_rel_all,0
396,The farmer that likes the taxi drivers,The farmers that like the taxi drivers,ML-subj_rel_all,0
397,The farmer that likes the assistants,The farmers that like the assistants,ML-subj_rel_all,0
398,The farmer that likes the executives,The farmers that like the executives,ML-subj_rel_all,0
399,The farmer that likes the parents,The farmers that like the parents,ML-subj_rel_all,0
400,The farmer that hates the guards,The farmers that hate the guards,ML-subj_rel_all,0
401,The farmer that hates the chefs,The farmers that hate the chefs,ML-subj_rel_all,0
402,The farmer that hates the architects,The farmers that hate the architects,ML-subj_rel_all,0
403,The farmer that hates the skaters,The farmers that hate the skaters,ML-subj_rel_all,0
404,The farmer that hates the dancers,The farmers that hate the dancers,ML-subj_rel_all,0
405,The farmer that hates the ministers,The farmers that hate the ministers,ML-subj_rel_all,0
406,The farmer that hates the taxi drivers,The farmers that hate the taxi drivers,ML-subj_rel_all,0
407,The farmer that hates the assistants,The farmers that hate the assistants,ML-subj_rel_all,0
408,The farmer that hates the executives,The farmers that hate the executives,ML-subj_rel_all,0
409,The farmer that hates the parents,The farmers that hate the parents,ML-subj_rel_all,0
410,The farmer that loves the guards,The farmers that love the guards,ML-subj_rel_all,0
411,The farmer that loves the chefs,The farmers that love the chefs,ML-subj_rel_all,0
412,The farmer that loves the architects,The farmers that love the architects,ML-subj_rel_all,0
413,The farmer that loves the skaters,The farmers that love the skaters,ML-subj_rel_all,0
414,The farmer that loves the dancers,The farmers that love the dancers,ML-subj_rel_all,0
415,The farmer that loves the ministers,The farmers that love the ministers,ML-subj_rel_all,0
416,The farmer that loves the taxi drivers,The farmers that love the taxi drivers,ML-subj_rel_all,0
417,The farmer that loves the assistants,The farmers that love the assistants,ML-subj_rel_all,0
418,The farmer that loves the executives,The farmers that love the executives,ML-subj_rel_all,0
419,The farmer that loves the parents,The farmers that love the parents,ML-subj_rel_all,0
420,The manager that likes the guards,The managers that like the guards,ML-subj_rel_all,0
421,The manager that likes the chefs,The managers that like the chefs,ML-subj_rel_all,0
422,The manager that likes the architects,The managers that like the architects,ML-subj_rel_all,0
423,The manager that likes the skaters,The managers that like the skaters,ML-subj_rel_all,0
424,The manager that likes the dancers,The managers that like the dancers,ML-subj_rel_all,0
425,The manager that likes the ministers,The managers that like the ministers,ML-subj_rel_all,0
426,The manager that likes the taxi drivers,The managers that like the taxi drivers,ML-subj_rel_all,0
427,The manager that likes the assistants,The managers that like the assistants,ML-subj_rel_all,0
428,The manager that likes the executives,The managers that like the executives,ML-subj_rel_all,0
429,The manager that likes the parents,The managers that like the parents,ML-subj_rel_all,0
430,The manager that hates the guards,The managers that hate the guards,ML-subj_rel_all,0
431,The manager that hates the chefs,The managers that hate the chefs,ML-subj_rel_all,0
432,The manager that hates the architects,The managers that hate the architects,ML-subj_rel_all,0
433,The manager that hates the skaters,The managers that hate the skaters,ML-subj_rel_all,0
434,The manager that hates the dancers,The managers that hate the dancers,ML-subj_rel_all,0
435,The manager that hates the ministers,The managers that hate the ministers,ML-subj_rel_all,0
436,The manager that hates the taxi drivers,The managers that hate the taxi drivers,ML-subj_rel_all,0
437,The manager that hates the assistants,The managers that hate the assistants,ML-subj_rel_all,0
438,The manager that hates the executives,The managers that hate the executives,ML-subj_rel_all,0
439,The manager that hates the parents,The managers that hate the parents,ML-subj_rel_all,0
440,The manager that loves the guards,The managers that love the guards,ML-subj_rel_all,0
441,The manager that loves the chefs,The managers that love the chefs,ML-subj_rel_all,0
442,The manager that loves the architects,The managers that love the architects,ML-subj_rel_all,0
443,The manager that loves the skaters,The managers that love the skaters,ML-subj_rel_all,0
444,The manager that loves the dancers,The managers that love the dancers,ML-subj_rel_all,0
445,The manager that loves the ministers,The managers that love the ministers,ML-subj_rel_all,0
446,The manager that loves the taxi drivers,The managers that love the taxi drivers,ML-subj_rel_all,0
447,The manager that loves the assistants,The managers that love the assistants,ML-subj_rel_all,0
448,The manager that loves the executives,The managers that love the executives,ML-subj_rel_all,0
449,The manager that loves the parents,The managers that love the parents,ML-subj_rel_all,0
450,The customer that likes the guards,The customers that like the guards,ML-subj_rel_all,0
451,The customer that likes the chefs,The customers that like the chefs,ML-subj_rel_all,0
452,The customer that likes the architects,The customers that like the architects,ML-subj_rel_all,0
453,The customer that likes the skaters,The customers that like the skaters,ML-subj_rel_all,0
454,The customer that likes the dancers,The customers that like the dancers,ML-subj_rel_all,0
455,The customer that likes the ministers,The customers that like the ministers,ML-subj_rel_all,0
456,The customer that likes the taxi drivers,The customers that like the taxi drivers,ML-subj_rel_all,0
457,The customer that likes the assistants,The customers that like the assistants,ML-subj_rel_all,0
458,The customer that likes the executives,The customers that like the executives,ML-subj_rel_all,0
459,The customer that likes the parents,The customers that like the parents,ML-subj_rel_all,0
460,The customer that hates the guards,The customers that hate the guards,ML-subj_rel_all,0
461,The customer that hates the chefs,The customers that hate the chefs,ML-subj_rel_all,0
462,The customer that hates the architects,The customers that hate the architects,ML-subj_rel_all,0
463,The customer that hates the skaters,The customers that hate the skaters,ML-subj_rel_all,0
464,The customer that hates the dancers,The customers that hate the dancers,ML-subj_rel_all,0
465,The customer that hates the ministers,The customers that hate the ministers,ML-subj_rel_all,0
466,The customer that hates the taxi drivers,The customers that hate the taxi drivers,ML-subj_rel_all,0
467,The customer that hates the assistants,The customers that hate the assistants,ML-subj_rel_all,0
468,The customer that hates the executives,The customers that hate the executives,ML-subj_rel_all,0
469,The customer that hates the parents,The customers that hate the parents,ML-subj_rel_all,0
470,The customer that loves the guards,The customers that love the guards,ML-subj_rel_all,0
471,The customer that loves the chefs,The customers that love the chefs,ML-subj_rel_all,0
472,The customer that loves the architects,The customers that love the architects,ML-subj_rel_all,0
473,The customer that loves the skaters,The customers that love the skaters,ML-subj_rel_all,0
474,The customer that loves the dancers,The customers that love the dancers,ML-subj_rel_all,0
475,The customer that loves the ministers,The customers that love the ministers,ML-subj_rel_all,0
476,The customer that loves the taxi drivers,The customers that love the taxi drivers,ML-subj_rel_all,0
477,The customer that loves the assistants,The customers that love the assistants,ML-subj_rel_all,0
478,The customer that loves the executives,The customers that love the executives,ML-subj_rel_all,0
479,The customer that loves the parents,The customers that love the parents,ML-subj_rel_all,0
480,The officer that likes the guards,The officers that like the guards,ML-subj_rel_all,0
481,The officer that likes the chefs,The officers that like the chefs,ML-subj_rel_all,0
482,The officer that likes the architects,The officers that like the architects,ML-subj_rel_all,0
483,The officer that likes the skaters,The officers that like the skaters,ML-subj_rel_all,0
484,The officer that likes the dancers,The officers that like the dancers,ML-subj_rel_all,0
