,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
828,"Then, Katie and Paul were thinking about going to the restaurant. Paul wanted to give a ring to","Then, Katie and Paul were thinking about going to the restaurant. Anthony wanted to give a ring to","Then, Katie and Paul were thinking about going to the restaurant. Katie wanted to give a ring to",37073,5171
594,"Then, Tyler and Ashley were working at the house. Ashley decided to give a drink to","Then, Tyler and Ashley were working at the house. Nathan decided to give a drink to","Then, Tyler and Ashley were working at the house. Tyler decided to give a drink to",26953,33747
940,"Then, Nathan and Aaron were thinking about going to the garden. Aaron wanted to give a bone to","Then, Nathan and Aaron were thinking about going to the garden. Erin wanted to give a bone to","Then, Nathan and Aaron were thinking about going to the garden. Nathan wanted to give a bone to",23662,22234
689,"Then, Jeffrey and Jessica had a lot of fun at the house. Jessica gave a ring to","Then, Jeffrey and Jessica had a lot of fun at the house. Anthony gave a ring to","Then, Jeffrey and Jessica had a lot of fun at the house. Jeffrey gave a ring to",30274,29489
843,"After Timothy and James went to the restaurant, Timothy gave a computer to","After Timothy and James went to the restaurant, William gave a computer to","After Timothy and James went to the restaurant, James gave a computer to",5490,32905
785,"Then, William and David went to the station. David gave a basketball to","Then, William and David went to the station. Jacob gave a basketball to","Then, William and David went to the station. William gave a basketball to",7252,5119
733,"Then, Lindsay and Amanda were working at the hospital. Lindsay decided to give a bone to","Then, Lindsay and Amanda were working at the hospital. Rachel decided to give a bone to","Then, Lindsay and Amanda were working at the hospital. Amanda decided to give a bone to",33811,44056
900,"Then, William and Cody were working at the office. Cody decided to give a basketball to","Then, William and Cody were working at the office. Anthony decided to give a basketball to","Then, William and Cody were working at the office. William decided to give a basketball to",7252,48545
420,"Then, William and Amber had a long argument, and afterwards William said to","Then, William and Amber had a long argument, and afterwards David said to","Then, William and Amber had a long argument, and afterwards Amber said to",41131,7252
153,"When Thomas and Jeffrey got a basketball at the house, Jeffrey decided to give it to","When Thomas and Jeffrey got a basketball at the house, Jennifer decided to give it to","When Thomas and Jeffrey got a basketball at the house, Thomas decided to give it to",7195,30274
315,"Then, Amy and Aaron had a lot of fun at the store. Amy gave a bone to","Then, Amy and Aaron had a lot of fun at the store. Angela gave a bone to","Then, Amy and Aaron had a lot of fun at the store. Aaron gave a bone to",22234,22138
753,"Then, Adam and Aaron were thinking about going to the hospital. Aaron wanted to give a kiss to","Then, Adam and Aaron were thinking about going to the hospital. Amy wanted to give a kiss to","Then, Adam and Aaron were thinking about going to the hospital. Adam wanted to give a kiss to",13187,22234
700,"Then, Laura and Gregory went to the store. Laura gave a kiss to","Then, Laura and Gregory went to the store. Jeremy gave a kiss to","Then, Laura and Gregory went to the store. Gregory gave a kiss to",28991,21960
942,"Then, Jason and Amanda were thinking about going to the office. Jason wanted to give a kiss to","Then, Jason and Amanda were thinking about going to the office. Charles wanted to give a kiss to","Then, Jason and Amanda were thinking about going to the office. Amanda wanted to give a kiss to",33811,16553
110,"Then, Joshua and Samuel went to the house. Joshua gave a kiss to","Then, Joshua and Samuel went to the house. Jamie gave a kiss to","Then, Joshua and Samuel went to the house. Samuel gave a kiss to",20628,29092
14,"Then, Jeremy and Matthew went to the school. Jeremy gave a ring to","Then, Jeremy and Matthew went to the school. Ashley gave a ring to","Then, Jeremy and Matthew went to the school. Matthew gave a ring to",18322,25413
115,"When Angela and Tyler got a computer at the store, Angela decided to give it to","When Angela and Tyler got a computer at the store, Joshua decided to give it to","When Angela and Tyler got a computer at the store, Tyler decided to give it to",26953,29804
441,"After Lindsay and Amanda went to the station, Lindsay gave a basketball to","After Lindsay and Amanda went to the station, Jason gave a basketball to","After Lindsay and Amanda went to the station, Amanda gave a basketball to",33811,44056
114,"Then, Thomas and Nicholas were working at the station. Nicholas decided to give a basketball to","Then, Thomas and Nicholas were working at the station. Christina decided to give a basketball to","Then, Thomas and Nicholas were working at the station. Thomas decided to give a basketball to",7195,26876
261,"Then, Crystal and Kevin had a lot of fun at the school. Kevin gave a bone to","Then, Crystal and Kevin had a lot of fun at the school. Richard gave a bone to","Then, Crystal and Kevin had a lot of fun at the school. Crystal gave a bone to",29509,15273
791,"Then, Lisa and Andrew were working at the house. Andrew decided to give a ring to","Then, Lisa and Andrew were working at the house. Amanda decided to give a ring to","Then, Lisa and Andrew were working at the house. Lisa decided to give a ring to",22707,11116
217,"Then, Travis and Nicholas had a long argument, and afterwards Nicholas said to","Then, Travis and Nicholas had a long argument, and afterwards Ashley said to","Then, Travis and Nicholas had a long argument, and afterwards Travis said to",35382,26876
479,"Then, Jeffrey and Robert were thinking about going to the house. Robert wanted to give a drink to","Then, Jeffrey and Robert were thinking about going to the house. Melissa wanted to give a drink to","Then, Jeffrey and Robert were thinking about going to the house. Jeffrey wanted to give a drink to",30274,6911
191,"When Stephanie and Elizabeth got a snack at the school, Elizabeth decided to give it to","When Stephanie and Elizabeth got a snack at the school, Tyler decided to give it to","When Stephanie and Elizabeth got a snack at the school, Stephanie decided to give it to",38150,12694
210,"Then, Andrea and Michelle were working at the restaurant. Michelle decided to give a drink to","Then, Andrea and Michelle were working at the restaurant. Timothy decided to give a drink to","Then, Andrea and Michelle were working at the restaurant. Andrea decided to give a drink to",35944,28331
211,"Then, Sara and Stephanie had a lot of fun at the store. Stephanie gave a computer to","Then, Sara and Stephanie had a lot of fun at the store. Brandon gave a computer to","Then, Sara and Stephanie had a lot of fun at the store. Sara gave a computer to",31336,38150
858,"Then, Paul and Allison had a lot of fun at the hospital. Paul gave a basketball to","Then, Paul and Allison had a lot of fun at the hospital. Nathan gave a basketball to","Then, Paul and Allison had a lot of fun at the hospital. Allison gave a basketball to",45664,5171
558,"Then, John and Melissa had a lot of fun at the restaurant. John gave a bone to","Then, John and Melissa had a lot of fun at the restaurant. Timothy gave a bone to","Then, John and Melissa had a lot of fun at the restaurant. Melissa gave a bone to",38994,2516
78,"Then, Nicholas and David had a lot of fun at the house. David gave a kiss to","Then, Nicholas and David had a lot of fun at the house. Stephanie gave a kiss to","Then, Nicholas and David had a lot of fun at the house. Nicholas gave a kiss to",26876,5119
639,"After Gregory and Bradley went to the hospital, Bradley gave a drink to","After Gregory and Bradley went to the hospital, Amber gave a drink to","After Gregory and Bradley went to the hospital, Gregory gave a drink to",28991,27991
200,"Then, Bradley and Amber had a long argument, and afterwards Amber said to","Then, Bradley and Amber had a long argument, and afterwards Jamie said to","Then, Bradley and Amber had a long argument, and afterwards Bradley said to",27991,41131
561,"Then, Erin and Sarah went to the school. Erin gave a bone to","Then, Erin and Sarah went to the school. Joshua gave a bone to","Then, Erin and Sarah went to the school. Sarah gave a bone to",15458,46604
255,"After Christopher and Adam went to the office, Christopher gave a kiss to","After Christopher and Adam went to the office, Sarah gave a kiss to","After Christopher and Adam went to the office, Adam gave a kiss to",13187,19717
